Epoch: 0 / 25 | halfcheetah-medium-expert-v2 | random_name
[ utils/training ] Making optimizer at epoch 0
[ utils/training ] epoch 0 [    0 / 3903 ]  train reconstruction loss 3.49945 |  train commit loss 0.04359 | | lr 2.000e-04 | lr_mult: 0.0002 | t: 0.21
[ utils/training ] epoch 7 [ 2900 / 3903 ]  train reconstruction loss 0.11551 |  train commit loss 0.05247 | | lr 2.000e-04 | lr_mult: 0.7632 | t: 15.00
[ utils/training ] epoch 7 [ 3000 / 3903 ]  train reconstruction loss 0.11553 |  train commit loss 0.05579 | | lr 2.000e-04 | lr_mult: 0.7615 | t: 14.98
[ utils/training ] epoch 7 [ 3100 / 3903 ]  train reconstruction loss 0.11501 |  train commit loss 0.05273 | | lr 2.000e-04 | lr_mult: 0.7598 | t: 14.90
[ utils/training ] epoch 7 [ 3200 / 3903 ]  train reconstruction loss 0.11450 |  train commit loss 0.05346 | | lr 2.000e-04 | lr_mult: 0.7582 | t: 14.96
[ utils/training ] epoch 7 [ 3300 / 3903 ]  train reconstruction loss 0.11096 |  train commit loss 0.05342 | | lr 2.000e-04 | lr_mult: 0.7565 | t: 14.95
[ utils/training ] epoch 7 [ 3400 / 3903 ]  train reconstruction loss 0.11856 |  train commit loss 0.05521 | | lr 2.000e-04 | lr_mult: 0.7548 | t: 14.90
[ utils/training ] epoch 7 [ 3500 / 3903 ]  train reconstruction loss 0.11446 |  train commit loss 0.05519 | | lr 2.000e-04 | lr_mult: 0.7531 | t: 14.95
[ utils/training ] epoch 7 [ 3600 / 3903 ]  train reconstruction loss 0.12417 |  train commit loss 0.05646 | | lr 2.000e-04 | lr_mult: 0.7514 | t: 15.01
[ utils/training ] epoch 7 [ 3700 / 3903 ]  train reconstruction loss 0.11296 |  train commit loss 0.05445 | | lr 2.000e-04 | lr_mult: 0.7497 | t: 14.99
[ utils/training ] epoch 7 [ 3800 / 3903 ]  train reconstruction loss 0.11847 |  train commit loss 0.05363 | | lr 2.000e-04 | lr_mult: 0.7480 | t: 15.00
[ utils/training ] epoch 7 [ 3900 / 3903 ]  train reconstruction loss 0.11720 |  train commit loss 0.05444 | | lr 2.000e-04 | lr_mult: 0.7463 | t: 15.00
Saving model to /home/v-linjiexu/logs/halfcheetah-medium-expert-v2/random_name/state_8.pt
Epoch: 8 / 25 | halfcheetah-medium-expert-v2 | random_name
[ utils/training ] epoch 8 [    0 / 3903 ]  train reconstruction loss 0.11885 |  train commit loss 0.05675 | | lr 2.000e-04 | lr_mult: 0.7463 | t: 0.16
[ utils/training ] epoch 8 [  100 / 3903 ]  train reconstruction loss 0.11901 |  train commit loss 0.05526 | | lr 2.000e-04 | lr_mult: 0.7446 | t: 14.96
[ utils/training ] epoch 8 [  200 / 3903 ]  train reconstruction loss 0.11176 |  train commit loss 0.05249 | | lr 2.000e-04 | lr_mult: 0.7429 | t: 14.90
[ utils/training ] epoch 8 [  300 / 3903 ]  train reconstruction loss 0.11311 |  train commit loss 0.05342 | | lr 2.000e-04 | lr_mult: 0.7412 | t: 14.95
[ utils/training ] epoch 8 [  400 / 3903 ]  train reconstruction loss 0.11627 |  train commit loss 0.05530 | | lr 2.000e-04 | lr_mult: 0.7395 | t: 15.00
[ utils/training ] epoch 8 [  500 / 3903 ]  train reconstruction loss 0.11091 |  train commit loss 0.05367 | | lr 2.000e-04 | lr_mult: 0.7377 | t: 15.03
[ utils/training ] epoch 8 [  600 / 3903 ]  train reconstruction loss 0.12244 |  train commit loss 0.05747 | | lr 2.000e-04 | lr_mult: 0.7360 | t: 14.92
[ utils/training ] epoch 8 [  700 / 3903 ]  train reconstruction loss 0.11788 |  train commit loss 0.05523 | | lr 2.000e-04 | lr_mult: 0.7343 | t: 15.02
[ utils/training ] epoch 8 [  800 / 3903 ]  train reconstruction loss 0.11265 |  train commit loss 0.05170 | | lr 2.000e-04 | lr_mult: 0.7326 | t: 15.38
[ utils/training ] epoch 8 [  900 / 3903 ]  train reconstruction loss 0.12138 |  train commit loss 0.05343 | | lr 2.000e-04 | lr_mult: 0.7308 | t: 14.93
[ utils/training ] epoch 8 [ 1000 / 3903 ]  train reconstruction loss 0.11751 |  train commit loss 0.05313 | | lr 2.000e-04 | lr_mult: 0.7291 | t: 14.97
[ utils/training ] epoch 8 [ 1100 / 3903 ]  train reconstruction loss 0.11406 |  train commit loss 0.05248 | | lr 2.000e-04 | lr_mult: 0.7274 | t: 14.95
[ utils/training ] epoch 8 [ 1200 / 3903 ]  train reconstruction loss 0.11542 |  train commit loss 0.05452 | | lr 2.000e-04 | lr_mult: 0.7256 | t: 14.95
[ utils/training ] epoch 8 [ 1300 / 3903 ]  train reconstruction loss 0.11470 |  train commit loss 0.05359 | | lr 2.000e-04 | lr_mult: 0.7239 | t: 15.00
[ utils/training ] epoch 8 [ 1400 / 3903 ]  train reconstruction loss 0.11457 |  train commit loss 0.05491 | | lr 2.000e-04 | lr_mult: 0.7221 | t: 15.00
[ utils/training ] epoch 8 [ 1500 / 3903 ]  train reconstruction loss 0.11008 |  train commit loss 0.04986 | | lr 2.000e-04 | lr_mult: 0.7204 | t: 15.01
[ utils/training ] epoch 8 [ 1600 / 3903 ]  train reconstruction loss 0.11464 |  train commit loss 0.05335 | | lr 2.000e-04 | lr_mult: 0.7186 | t: 14.95
[ utils/training ] epoch 8 [ 1700 / 3903 ]  train reconstruction loss 0.11980 |  train commit loss 0.05479 | | lr 2.000e-04 | lr_mult: 0.7168 | t: 15.00
[ utils/training ] epoch 8 [ 1800 / 3903 ]  train reconstruction loss 0.11160 |  train commit loss 0.05196 | | lr 2.000e-04 | lr_mult: 0.7151 | t: 14.93
[ utils/training ] epoch 8 [ 1900 / 3903 ]  train reconstruction loss 0.11526 |  train commit loss 0.05585 | | lr 2.000e-04 | lr_mult: 0.7133 | t: 14.92
[ utils/training ] epoch 8 [ 2000 / 3903 ]  train reconstruction loss 0.11460 |  train commit loss 0.05311 | | lr 2.000e-04 | lr_mult: 0.7115 | t: 15.02
[ utils/training ] epoch 8 [ 2100 / 3903 ]  train reconstruction loss 0.11794 |  train commit loss 0.05572 | | lr 2.000e-04 | lr_mult: 0.7098 | t: 14.88
[ utils/training ] epoch 8 [ 2200 / 3903 ]  train reconstruction loss 0.11158 |  train commit loss 0.05092 | | lr 2.000e-04 | lr_mult: 0.7080 | t: 14.95
[ utils/training ] epoch 8 [ 2300 / 3903 ]  train reconstruction loss 0.12182 |  train commit loss 0.05614 | | lr 2.000e-04 | lr_mult: 0.7062 | t: 14.94
[ utils/training ] epoch 8 [ 2400 / 3903 ]  train reconstruction loss 0.11090 |  train commit loss 0.05256 | | lr 2.000e-04 | lr_mult: 0.7044 | t: 14.91
[ utils/training ] epoch 8 [ 2500 / 3903 ]  train reconstruction loss 0.11675 |  train commit loss 0.05498 | | lr 2.000e-04 | lr_mult: 0.7026 | t: 15.00
[ utils/training ] epoch 8 [ 2600 / 3903 ]  train reconstruction loss 0.11400 |  train commit loss 0.05289 | | lr 2.000e-04 | lr_mult: 0.7009 | t: 14.94
[ utils/training ] epoch 8 [ 2700 / 3903 ]  train reconstruction loss 0.11445 |  train commit loss 0.05241 | | lr 2.000e-04 | lr_mult: 0.6991 | t: 15.02
[ utils/training ] epoch 8 [ 2800 / 3903 ]  train reconstruction loss 0.11601 |  train commit loss 0.05456 | | lr 2.000e-04 | lr_mult: 0.6973 | t: 14.90
[ utils/training ] epoch 8 [ 2900 / 3903 ]  train reconstruction loss 0.11920 |  train commit loss 0.05513 | | lr 2.000e-04 | lr_mult: 0.6955 | t: 14.95
[ utils/training ] epoch 8 [ 3000 / 3903 ]  train reconstruction loss 0.11317 |  train commit loss 0.05280 | | lr 2.000e-04 | lr_mult: 0.6937 | t: 15.00
[ utils/training ] epoch 8 [ 3100 / 3903 ]  train reconstruction loss 0.11814 |  train commit loss 0.05244 | | lr 2.000e-04 | lr_mult: 0.6919 | t: 15.02
[ utils/training ] epoch 8 [ 3200 / 3903 ]  train reconstruction loss 0.11269 |  train commit loss 0.05216 | | lr 2.000e-04 | lr_mult: 0.6901 | t: 14.94
[ utils/training ] epoch 8 [ 3300 / 3903 ]  train reconstruction loss 0.11367 |  train commit loss 0.05250 | | lr 2.000e-04 | lr_mult: 0.6882 | t: 14.96
[ utils/training ] epoch 8 [ 3400 / 3903 ]  train reconstruction loss 0.11519 |  train commit loss 0.05400 | | lr 2.000e-04 | lr_mult: 0.6864 | t: 14.92
[ utils/training ] epoch 8 [ 3500 / 3903 ]  train reconstruction loss 0.12019 |  train commit loss 0.05564 | | lr 2.000e-04 | lr_mult: 0.6846 | t: 14.92
[ utils/training ] epoch 8 [ 3600 / 3903 ]  train reconstruction loss 0.12030 |  train commit loss 0.05448 | | lr 2.000e-04 | lr_mult: 0.6828 | t: 15.00
[ utils/training ] epoch 8 [ 3700 / 3903 ]  train reconstruction loss 0.10995 |  train commit loss 0.05169 | | lr 2.000e-04 | lr_mult: 0.6810 | t: 14.94
[ utils/training ] epoch 8 [ 3800 / 3903 ]  train reconstruction loss 0.11480 |  train commit loss 0.05216 | | lr 2.000e-04 | lr_mult: 0.6792 | t: 14.95
[ utils/training ] epoch 8 [ 3900 / 3903 ]  train reconstruction loss 0.10955 |  train commit loss 0.05098 | | lr 2.000e-04 | lr_mult: 0.6773 | t: 14.96
Saving model to /home/v-linjiexu/logs/halfcheetah-medium-expert-v2/random_name/state_8.pt
Epoch: 9 / 25 | halfcheetah-medium-expert-v2 | random_name
[ utils/training ] epoch 9 [    0 / 3903 ]  train reconstruction loss 0.11420 |  train commit loss 0.05372 | | lr 2.000e-04 | lr_mult: 0.6773 | t: 0.24
[ utils/training ] epoch 9 [  100 / 3903 ]  train reconstruction loss 0.11599 |  train commit loss 0.05331 | | lr 2.000e-04 | lr_mult: 0.6755 | t: 15.00
[ utils/training ] epoch 9 [  200 / 3903 ]  train reconstruction loss 0.11156 |  train commit loss 0.05295 | | lr 2.000e-04 | lr_mult: 0.6736 | t: 15.00
[ utils/training ] epoch 9 [  300 / 3903 ]  train reconstruction loss 0.11753 |  train commit loss 0.05489 | | lr 2.000e-04 | lr_mult: 0.6718 | t: 15.18
[ utils/training ] epoch 9 [  400 / 3903 ]  train reconstruction loss 0.11349 |  train commit loss 0.05340 | | lr 2.000e-04 | lr_mult: 0.6699 | t: 15.62
[ utils/training ] epoch 9 [  500 / 3903 ]  train reconstruction loss 0.11385 |  train commit loss 0.05276 | | lr 2.000e-04 | lr_mult: 0.6681 | t: 15.71
[ utils/training ] epoch 9 [  600 / 3903 ]  train reconstruction loss 0.11563 |  train commit loss 0.05347 | | lr 2.000e-04 | lr_mult: 0.6663 | t: 15.63
[ utils/training ] epoch 9 [  700 / 3903 ]  train reconstruction loss 0.11037 |  train commit loss 0.05288 | | lr 2.000e-04 | lr_mult: 0.6644 | t: 15.65
[ utils/training ] epoch 9 [  800 / 3903 ]  train reconstruction loss 0.11272 |  train commit loss 0.05255 | | lr 2.000e-04 | lr_mult: 0.6626 | t: 15.73
[ utils/training ] epoch 9 [  900 / 3903 ]  train reconstruction loss 0.11499 |  train commit loss 0.05101 | | lr 2.000e-04 | lr_mult: 0.6607 | t: 15.30
[ utils/training ] epoch 9 [ 1000 / 3903 ]  train reconstruction loss 0.12107 |  train commit loss 0.05334 | | lr 2.000e-04 | lr_mult: 0.6589 | t: 15.66
[ utils/training ] epoch 9 [ 1100 / 3903 ]  train reconstruction loss 0.11285 |  train commit loss 0.05071 | | lr 2.000e-04 | lr_mult: 0.6570 | t: 15.75
[ utils/training ] epoch 9 [ 1200 / 3903 ]  train reconstruction loss 0.11598 |  train commit loss 0.05344 | | lr 2.000e-04 | lr_mult: 0.6552 | t: 15.57
[ utils/training ] epoch 9 [ 1300 / 3903 ]  train reconstruction loss 0.11551 |  train commit loss 0.05248 | | lr 2.000e-04 | lr_mult: 0.6533 | t: 15.03
[ utils/training ] epoch 9 [ 1400 / 3903 ]  train reconstruction loss 0.11613 |  train commit loss 0.05314 | | lr 2.000e-04 | lr_mult: 0.6514 | t: 15.01
[ utils/training ] epoch 9 [ 1500 / 3903 ]  train reconstruction loss 0.11731 |  train commit loss 0.05288 | | lr 2.000e-04 | lr_mult: 0.6496 | t: 14.97
[ utils/training ] epoch 9 [ 1600 / 3903 ]  train reconstruction loss 0.11422 |  train commit loss 0.05267 | | lr 2.000e-04 | lr_mult: 0.6477 | t: 14.92
[ utils/training ] epoch 9 [ 1700 / 3903 ]  train reconstruction loss 0.11155 |  train commit loss 0.05024 | | lr 2.000e-04 | lr_mult: 0.6458 | t: 15.01
[ utils/training ] epoch 9 [ 1800 / 3903 ]  train reconstruction loss 0.11958 |  train commit loss 0.05301 | | lr 2.000e-04 | lr_mult: 0.6440 | t: 15.00
[ utils/training ] epoch 9 [ 1900 / 3903 ]  train reconstruction loss 0.11095 |  train commit loss 0.05135 | | lr 2.000e-04 | lr_mult: 0.6421 | t: 15.00
[ utils/training ] epoch 9 [ 2000 / 3903 ]  train reconstruction loss 0.11619 |  train commit loss 0.05281 | | lr 2.000e-04 | lr_mult: 0.6402 | t: 14.97
[ utils/training ] epoch 9 [ 2100 / 3903 ]  train reconstruction loss 0.10901 |  train commit loss 0.05065 | | lr 2.000e-04 | lr_mult: 0.6383 | t: 14.98
[ utils/training ] epoch 9 [ 2200 / 3903 ]  train reconstruction loss 0.11687 |  train commit loss 0.05244 | | lr 2.000e-04 | lr_mult: 0.6365 | t: 14.97
[ utils/training ] epoch 9 [ 2300 / 3903 ]  train reconstruction loss 0.11849 |  train commit loss 0.05232 | | lr 2.000e-04 | lr_mult: 0.6346 | t: 14.98
[ utils/training ] epoch 9 [ 2400 / 3903 ]  train reconstruction loss 0.11611 |  train commit loss 0.05154 | | lr 2.000e-04 | lr_mult: 0.6327 | t: 15.00
[ utils/training ] epoch 9 [ 2500 / 3903 ]  train reconstruction loss 0.11703 |  train commit loss 0.05205 | | lr 2.000e-04 | lr_mult: 0.6308 | t: 15.00
[ utils/training ] epoch 9 [ 2600 / 3903 ]  train reconstruction loss 0.11221 |  train commit loss 0.05295 | | lr 2.000e-04 | lr_mult: 0.6289 | t: 15.02
[ utils/training ] epoch 9 [ 2700 / 3903 ]  train reconstruction loss 0.11289 |  train commit loss 0.05191 | | lr 2.000e-04 | lr_mult: 0.6270 | t: 14.94
[ utils/training ] epoch 9 [ 2800 / 3903 ]  train reconstruction loss 0.11829 |  train commit loss 0.05470 | | lr 2.000e-04 | lr_mult: 0.6251 | t: 15.01
[ utils/training ] epoch 9 [ 2900 / 3903 ]  train reconstruction loss 0.11624 |  train commit loss 0.05388 | | lr 2.000e-04 | lr_mult: 0.6232 | t: 14.95
[ utils/training ] epoch 9 [ 3000 / 3903 ]  train reconstruction loss 0.11250 |  train commit loss 0.05212 | | lr 2.000e-04 | lr_mult: 0.6213 | t: 14.99
[ utils/training ] epoch 9 [ 3100 / 3903 ]  train reconstruction loss 0.11795 |  train commit loss 0.05439 | | lr 2.000e-04 | lr_mult: 0.6194 | t: 14.99
[ utils/training ] epoch 9 [ 3200 / 3903 ]  train reconstruction loss 0.11511 |  train commit loss 0.05178 | | lr 2.000e-04 | lr_mult: 0.6175 | t: 15.01
[ utils/training ] epoch 9 [ 3300 / 3903 ]  train reconstruction loss 0.11025 |  train commit loss 0.05125 | | lr 2.000e-04 | lr_mult: 0.6156 | t: 14.96
[ utils/training ] epoch 9 [ 3400 / 3903 ]  train reconstruction loss 0.11662 |  train commit loss 0.05450 | | lr 2.000e-04 | lr_mult: 0.6137 | t: 15.00
[ utils/training ] epoch 9 [ 3500 / 3903 ]  train reconstruction loss 0.11480 |  train commit loss 0.05253 | | lr 2.000e-04 | lr_mult: 0.6118 | t: 15.00
[ utils/training ] epoch 9 [ 3600 / 3903 ]  train reconstruction loss 0.11574 |  train commit loss 0.05332 | | lr 2.000e-04 | lr_mult: 0.6099 | t: 14.95
[ utils/training ] epoch 9 [ 3700 / 3903 ]  train reconstruction loss 0.11296 |  train commit loss 0.05026 | | lr 2.000e-04 | lr_mult: 0.6080 | t: 15.00
[ utils/training ] epoch 9 [ 3800 / 3903 ]  train reconstruction loss 0.11387 |  train commit loss 0.05309 | | lr 2.000e-04 | lr_mult: 0.6061 | t: 15.00
[ utils/training ] epoch 9 [ 3900 / 3903 ]  train reconstruction loss 0.11522 |  train commit loss 0.05139 | | lr 2.000e-04 | lr_mult: 0.6042 | t: 15.02
Saving model to /home/v-linjiexu/logs/halfcheetah-medium-expert-v2/random_name/state_8.pt
Epoch: 10 / 25 | halfcheetah-medium-expert-v2 | random_name
[ utils/training ] epoch 10 [    0 / 3903 ]  train reconstruction loss 0.11259 |  train commit loss 0.05419 | | lr 2.000e-04 | lr_mult: 0.6041 | t: 0.19
[ utils/training ] epoch 10 [  100 / 3903 ]  train reconstruction loss 0.11113 |  train commit loss 0.05068 | | lr 2.000e-04 | lr_mult: 0.6022 | t: 14.94
[ utils/training ] epoch 10 [  200 / 3903 ]  train reconstruction loss 0.11688 |  train commit loss 0.05268 | | lr 2.000e-04 | lr_mult: 0.6003 | t: 14.94
[ utils/training ] epoch 10 [  300 / 3903 ]  train reconstruction loss 0.11461 |  train commit loss 0.05259 | | lr 2.000e-04 | lr_mult: 0.5984 | t: 14.95
[ utils/training ] epoch 10 [  400 / 3903 ]  train reconstruction loss 0.11123 |  train commit loss 0.05133 | | lr 2.000e-04 | lr_mult: 0.5965 | t: 14.95
[ utils/training ] epoch 10 [  500 / 3903 ]  train reconstruction loss 0.11184 |  train commit loss 0.05060 | | lr 2.000e-04 | lr_mult: 0.5946 | t: 14.96
[ utils/training ] epoch 10 [  600 / 3903 ]  train reconstruction loss 0.11939 |  train commit loss 0.05208 | | lr 2.000e-04 | lr_mult: 0.5926 | t: 14.95
[ utils/training ] epoch 10 [  700 / 3903 ]  train reconstruction loss 0.11330 |  train commit loss 0.05214 | | lr 2.000e-04 | lr_mult: 0.5907 | t: 14.90
[ utils/training ] epoch 10 [  800 / 3903 ]  train reconstruction loss 0.11377 |  train commit loss 0.05261 | | lr 2.000e-04 | lr_mult: 0.5888 | t: 14.95
[ utils/training ] epoch 10 [  900 / 3903 ]  train reconstruction loss 0.10894 |  train commit loss 0.05092 | | lr 2.000e-04 | lr_mult: 0.5869 | t: 14.93
[ utils/training ] epoch 10 [ 1000 / 3903 ]  train reconstruction loss 0.11756 |  train commit loss 0.05203 | | lr 2.000e-04 | lr_mult: 0.5849 | t: 14.96
[ utils/training ] epoch 10 [ 1100 / 3903 ]  train reconstruction loss 0.11073 |  train commit loss 0.05223 | | lr 2.000e-04 | lr_mult: 0.5830 | t: 15.00
[ utils/training ] epoch 10 [ 1200 / 3903 ]  train reconstruction loss 0.11391 |  train commit loss 0.05177 | | lr 2.000e-04 | lr_mult: 0.5811 | t: 15.00
[ utils/training ] epoch 10 [ 1300 / 3903 ]  train reconstruction loss 0.11809 |  train commit loss 0.05428 | | lr 2.000e-04 | lr_mult: 0.5792 | t: 14.93
[ utils/training ] epoch 10 [ 1400 / 3903 ]  train reconstruction loss 0.11772 |  train commit loss 0.05362 | | lr 2.000e-04 | lr_mult: 0.5772 | t: 14.97
[ utils/training ] epoch 10 [ 1500 / 3903 ]  train reconstruction loss 0.10914 |  train commit loss 0.05062 | | lr 2.000e-04 | lr_mult: 0.5753 | t: 14.95
[ utils/training ] epoch 10 [ 1600 / 3903 ]  train reconstruction loss 0.11481 |  train commit loss 0.05122 | | lr 2.000e-04 | lr_mult: 0.5734 | t: 14.90
[ utils/training ] epoch 10 [ 1700 / 3903 ]  train reconstruction loss 0.11397 |  train commit loss 0.05311 | | lr 2.000e-04 | lr_mult: 0.5714 | t: 14.95
[ utils/training ] epoch 10 [ 1800 / 3903 ]  train reconstruction loss 0.11652 |  train commit loss 0.05218 | | lr 2.000e-04 | lr_mult: 0.5695 | t: 14.95
[ utils/training ] epoch 10 [ 1900 / 3903 ]  train reconstruction loss 0.11476 |  train commit loss 0.05243 | | lr 2.000e-04 | lr_mult: 0.5675 | t: 14.96
[ utils/training ] epoch 10 [ 2000 / 3903 ]  train reconstruction loss 0.11010 |  train commit loss 0.04906 | | lr 2.000e-04 | lr_mult: 0.5656 | t: 14.85
[ utils/training ] epoch 10 [ 2100 / 3903 ]  train reconstruction loss 0.10868 |  train commit loss 0.05021 | | lr 2.000e-04 | lr_mult: 0.5637 | t: 14.99
[ utils/training ] epoch 10 [ 2200 / 3903 ]  train reconstruction loss 0.10982 |  train commit loss 0.04919 | | lr 2.000e-04 | lr_mult: 0.5617 | t: 14.96
[ utils/training ] epoch 10 [ 2300 / 3903 ]  train reconstruction loss 0.10667 |  train commit loss 0.04855 | | lr 2.000e-04 | lr_mult: 0.5598 | t: 14.94
[ utils/training ] epoch 10 [ 2400 / 3903 ]  train reconstruction loss 0.11193 |  train commit loss 0.05124 | | lr 2.000e-04 | lr_mult: 0.5578 | t: 14.95
[ utils/training ] epoch 10 [ 2500 / 3903 ]  train reconstruction loss 0.11355 |  train commit loss 0.05306 | | lr 2.000e-04 | lr_mult: 0.5559 | t: 14.84
[ utils/training ] epoch 10 [ 2600 / 3903 ]  train reconstruction loss 0.11402 |  train commit loss 0.05190 | | lr 2.000e-04 | lr_mult: 0.5540 | t: 14.95
[ utils/training ] epoch 10 [ 2700 / 3903 ]  train reconstruction loss 0.11547 |  train commit loss 0.05295 | | lr 2.000e-04 | lr_mult: 0.5520 | t: 14.95
[ utils/training ] epoch 10 [ 2800 / 3903 ]  train reconstruction loss 0.11531 |  train commit loss 0.05340 | | lr 2.000e-04 | lr_mult: 0.5501 | t: 15.01
[ utils/training ] epoch 10 [ 2900 / 3903 ]  train reconstruction loss 0.10749 |  train commit loss 0.05108 | | lr 2.000e-04 | lr_mult: 0.5481 | t: 14.93
[ utils/training ] epoch 10 [ 3000 / 3903 ]  train reconstruction loss 0.11804 |  train commit loss 0.05230 | | lr 2.000e-04 | lr_mult: 0.5462 | t: 14.91
[ utils/training ] epoch 10 [ 3100 / 3903 ]  train reconstruction loss 0.11574 |  train commit loss 0.05340 | | lr 2.000e-04 | lr_mult: 0.5442 | t: 15.00
[ utils/training ] epoch 10 [ 3200 / 3903 ]  train reconstruction loss 0.11531 |  train commit loss 0.05223 | | lr 2.000e-04 | lr_mult: 0.5423 | t: 14.86
[ utils/training ] epoch 10 [ 3300 / 3903 ]  train reconstruction loss 0.11931 |  train commit loss 0.05640 | | lr 2.000e-04 | lr_mult: 0.5403 | t: 14.92
[ utils/training ] epoch 10 [ 3400 / 3903 ]  train reconstruction loss 0.11152 |  train commit loss 0.05018 | | lr 2.000e-04 | lr_mult: 0.5384 | t: 14.91
[ utils/training ] epoch 10 [ 3500 / 3903 ]  train reconstruction loss 0.10657 |  train commit loss 0.04994 | | lr 2.000e-04 | lr_mult: 0.5364 | t: 14.95
[ utils/training ] epoch 10 [ 3600 / 3903 ]  train reconstruction loss 0.11169 |  train commit loss 0.04979 | | lr 2.000e-04 | lr_mult: 0.5345 | t: 14.97
[ utils/training ] epoch 10 [ 3700 / 3903 ]  train reconstruction loss 0.11828 |  train commit loss 0.05271 | | lr 2.000e-04 | lr_mult: 0.5325 | t: 14.88
[ utils/training ] epoch 10 [ 3800 / 3903 ]  train reconstruction loss 0.11008 |  train commit loss 0.04852 | | lr 2.000e-04 | lr_mult: 0.5306 | t: 14.95
[ utils/training ] epoch 10 [ 3900 / 3903 ]  train reconstruction loss 0.11091 |  train commit loss 0.05144 | | lr 2.000e-04 | lr_mult: 0.5286 | t: 14.90
Saving model to /home/v-linjiexu/logs/halfcheetah-medium-expert-v2/random_name/state_8.pt
Epoch: 11 / 25 | halfcheetah-medium-expert-v2 | random_name
[ utils/training ] epoch 11 [    0 / 3903 ]  train reconstruction loss 0.11105 |  train commit loss 0.05068 | | lr 2.000e-04 | lr_mult: 0.5286 | t: 0.18
[ utils/training ] epoch 11 [  100 / 3903 ]  train reconstruction loss 0.11376 |  train commit loss 0.05210 | | lr 2.000e-04 | lr_mult: 0.5266 | t: 14.87
[ utils/training ] epoch 11 [  200 / 3903 ]  train reconstruction loss 0.11528 |  train commit loss 0.05315 | | lr 2.000e-04 | lr_mult: 0.5247 | t: 14.90
[ utils/training ] epoch 11 [  300 / 3903 ]  train reconstruction loss 0.11781 |  train commit loss 0.05325 | | lr 2.000e-04 | lr_mult: 0.5227 | t: 14.96
[ utils/training ] epoch 11 [  400 / 3903 ]  train reconstruction loss 0.11231 |  train commit loss 0.05173 | | lr 2.000e-04 | lr_mult: 0.5208 | t: 14.94
[ utils/training ] epoch 11 [  500 / 3903 ]  train reconstruction loss 0.11438 |  train commit loss 0.05043 | | lr 2.000e-04 | lr_mult: 0.5188 | t: 14.95
[ utils/training ] epoch 11 [  600 / 3903 ]  train reconstruction loss 0.11373 |  train commit loss 0.05248 | | lr 2.000e-04 | lr_mult: 0.5169 | t: 14.96
[ utils/training ] epoch 11 [  700 / 3903 ]  train reconstruction loss 0.11489 |  train commit loss 0.05229 | | lr 2.000e-04 | lr_mult: 0.5149 | t: 14.99
[ utils/training ] epoch 11 [  800 / 3903 ]  train reconstruction loss 0.11918 |  train commit loss 0.05116 | | lr 2.000e-04 | lr_mult: 0.5130 | t: 14.94
[ utils/training ] epoch 11 [  900 / 3903 ]  train reconstruction loss 0.11264 |  train commit loss 0.05079 | | lr 2.000e-04 | lr_mult: 0.5110 | t: 14.98
[ utils/training ] epoch 11 [ 1000 / 3903 ]  train reconstruction loss 0.11234 |  train commit loss 0.04858 | | lr 2.000e-04 | lr_mult: 0.5090 | t: 14.98
[ utils/training ] epoch 11 [ 1100 / 3903 ]  train reconstruction loss 0.10958 |  train commit loss 0.04846 | | lr 2.000e-04 | lr_mult: 0.5071 | t: 14.98
[ utils/training ] epoch 11 [ 1200 / 3903 ]  train reconstruction loss 0.11628 |  train commit loss 0.05209 | | lr 2.000e-04 | lr_mult: 0.5051 | t: 14.95
[ utils/training ] epoch 11 [ 1300 / 3903 ]  train reconstruction loss 0.11028 |  train commit loss 0.05057 | | lr 2.000e-04 | lr_mult: 0.5032 | t: 15.00
[ utils/training ] epoch 11 [ 1400 / 3903 ]  train reconstruction loss 0.11155 |  train commit loss 0.05140 | | lr 2.000e-04 | lr_mult: 0.5012 | t: 14.95
[ utils/training ] epoch 11 [ 1500 / 3903 ]  train reconstruction loss 0.10625 |  train commit loss 0.04851 | | lr 2.000e-04 | lr_mult: 0.4993 | t: 15.12
[ utils/training ] epoch 11 [ 1600 / 3903 ]  train reconstruction loss 0.11389 |  train commit loss 0.05180 | | lr 2.000e-04 | lr_mult: 0.4973 | t: 15.61
[ utils/training ] epoch 11 [ 1700 / 3903 ]  train reconstruction loss 0.11100 |  train commit loss 0.05105 | | lr 2.000e-04 | lr_mult: 0.4954 | t: 15.62
[ utils/training ] epoch 11 [ 1800 / 3903 ]  train reconstruction loss 0.11099 |  train commit loss 0.04852 | | lr 2.000e-04 | lr_mult: 0.4934 | t: 15.63
[ utils/training ] epoch 11 [ 1900 / 3903 ]  train reconstruction loss 0.11083 |  train commit loss 0.05070 | | lr 2.000e-04 | lr_mult: 0.4914 | t: 15.79
[ utils/training ] epoch 11 [ 2000 / 3903 ]  train reconstruction loss 0.11198 |  train commit loss 0.05116 | | lr 2.000e-04 | lr_mult: 0.4895 | t: 15.69
[ utils/training ] epoch 11 [ 2100 / 3903 ]  train reconstruction loss 0.11107 |  train commit loss 0.05217 | | lr 2.000e-04 | lr_mult: 0.4875 | t: 15.22
[ utils/training ] epoch 11 [ 2200 / 3903 ]  train reconstruction loss 0.11515 |  train commit loss 0.05355 | | lr 2.000e-04 | lr_mult: 0.4856 | t: 15.70
